"","author","title","words","kind","total","appearance"
"822","Eliot, George","Felix Holt, the Radical","Solomon","location",18,1
"823","Eliot, George","Felix Holt, the Radical","Solomon","person",18,1
"824","Eliot, George","Felix Holt, the Radical","South","location",8,9
"825","Eliot, George","Felix Holt, the Radical","Stephen","person",-1,1
"826","Eliot, George","Felix Holt, the Radical","Syria","location",0,1
"827","Eliot, George","Felix Holt, the Radical","Thomas Lawrence","person",20,1
"828","Eliot, George","Felix Holt, the Radical","Thomas Transome","person",-3,9
"829","Eliot, George","Felix Holt, the Radical","Thomas Trounsem","person",0.103448275862069,29
"830","Eliot, George","Felix Holt, the Radical","Timothy","person",5.5,2
"831","Eliot, George","Felix Holt, the Radical","Timothy Rose","person",5.5,2
"832","Eliot, George","Felix Holt, the Radical","Todd","person",-10,1
"833","Eliot, George","Felix Holt, the Radical","Treby","location",2.39393939393939,99
"834","Eliot, George","Felix Holt, the Radical","Treby Magna","person",4.34782608695652,23
"835","Eliot, George","Felix Holt, the Radical","Treby Park","location",-9,1
"836","Eliot, George","Felix Holt, the Radical","Tucker","person",-2.07692307692308,13
"837","Eliot, George","Felix Holt, the Radical","Turkey","location",1,1
"838","Eliot, George","Felix Holt, the Radical","Vesoul","location",-3.25,4
"839","Eliot, George","Felix Holt, the Radical","Waterloo","location",-2,1
"840","Eliot, George","Felix Holt, the Radical","Wellington","location",-10,2
"841","Eliot, George","Felix Holt, the Radical","Wesley","person",8,2
"842","Eliot, George","Felix Holt, the Radical","Whig","person",1.68,25
"843","Eliot, George","Felix Holt, the Radical","White Hart","location",2,5
"844","Eliot, George","Felix Holt, the Radical","William","person",2,2
"845","Eliot, George","Felix Holt, the Radical","William Chubb","person",6,1
"846","Eliot, George","Felix Holt, the Radical","William Pitt","person",-2,1
"847","Eliot, George","Felix Holt, the Radical","Wilson","person",18,1
"848","Eliot, George","Felix Holt, the Radical","Wombwell","person",8,1
"849","Eliot, George","Felix Holt, the Radical","Wright","person",18,1
"850","Eliot, George","Felix Holt, the Radical","Yap","person",-3,1
"851","Eliot, George","Felix Holt, the Radical","York","location",0,1
"852","Eliot, George","Felix Holt, the Radical",NA,NA,0.309121621621622,2368
"853","Eliot, George","Middlemarch","Abraham","person",4,1
"854","Eliot, George","Middlemarch","Adam Smith","person",0.5,2
"855","Eliot, George","Middlemarch","Adolf Naumann","person",2,2
"856","Eliot, George","Middlemarch","Africa","location",-1,1
"857","Eliot, George","Middlemarch","Alban Mountains","location",6,1
"858","Eliot, George","Middlemarch","Alexander","person",4,1
"859","Eliot, George","Middlemarch","Alfred","person",0.8,10
"860","Eliot, George","Middlemarch","America","location",-0.25,4
"861","Eliot, George","Middlemarch","Amy","person",3,3
"862","Eliot, George","Middlemarch","Anne","person",2.75652173913043,115
"863","Eliot, George","Middlemarch","Aphis Brassicae","person",4,1
"864","Eliot, George","Middlemarch","Aquinas","person",9.71428571428571,7
"865","Eliot, George","Middlemarch","Archie Duncan","person",0,1
"866","Eliot, George","Middlemarch","Ariel","location",2,1
"867","Eliot, George","Middlemarch","Aristotle","person",4,1
"868","Eliot, George","Middlemarch","Arthur","person",1.33333333333333,6
"869","Eliot, George","Middlemarch","Arthur Brooke","person",2.32300884955752,226
"870","Eliot, George","Middlemarch","Asia","location",4,1
"871","Eliot, George","Middlemarch","Aunt Julia","person",4.16666666666667,6
"872","Eliot, George","Middlemarch","Bailey","person",2,1
"873","Eliot, George","Middlemarch","Baltic","location",1,2
"874","Eliot, George","Middlemarch","Banks","person",9,1
"875","Eliot, George","Middlemarch","Beatrice","person",4,1
"876","Eliot, George","Middlemarch","Bilkley","location",-0.75,4
"877","Eliot, George","Middlemarch","Bill","person",2.69230769230769,65
"878","Eliot, George","Middlemarch","Bob","person",0,2
"879","Eliot, George","Middlemarch","Borthrop Trumbull","person",4.38461538461539,13
"880","Eliot, George","Middlemarch","Boston","location",12,1
"881","Eliot, George","Middlemarch","Botany Bay","location",3,1
"882","Eliot, George","Middlemarch","Brassing","location",2.11111111111111,18
"883","Eliot, George","Middlemarch","Brenda Troilshe","person",0,1
"884","Eliot, George","Middlemarch","Britain","location",8,2
"885","Eliot, George","Middlemarch","Bunch","person",0.5,4
"886","Eliot, George","Middlemarch","Bunyan","location",0,2
"887","Eliot, George","Middlemarch","Burke","person",-3.66666666666667,6
"888","Eliot, George","Middlemarch","Butler","person",3.375,8
"889","Eliot, George","Middlemarch","Byron","person",-1,1
"890","Eliot, George","Middlemarch","Caleb Garth","person",1.06382978723404,141
"891","Eliot, George","Middlemarch","Calvin","person",5,1
"892","Eliot, George","Middlemarch","Cambridge","location",24,1
"893","Eliot, George","Middlemarch","Captain Lydgate","person",5.44444444444444,9
"894","Eliot, George","Middlemarch","Carter","person",2.33333333333333,3
"895","Eliot, George","Middlemarch","castle","person",10.6666666666667,3
"896","Eliot, George","Middlemarch","Catherine","person",15,1
"897","Eliot, George","Middlemarch","Celia Brooke","person",1.75242718446602,206
"898","Eliot, George","Middlemarch","Ceres","location",6,1
"899","Eliot, George","Middlemarch","Chad","location",0,1
"900","Eliot, George","Middlemarch","Chad","person",0,1
"901","Eliot, George","Middlemarch","Charles","person",3.66666666666667,3
"902","Eliot, George","Middlemarch","Charles James Fox","person",10,1
"903","Eliot, George","Middlemarch","China","location",9,2
"904","Eliot, George","Middlemarch","Christy","person",3.33333333333333,9
"905","Eliot, George","Middlemarch","Clarence","person",16,1
"906","Eliot, George","Middlemarch","Cleveland","location",0,1
"907","Eliot, George","Middlemarch","Cliff","person",-1,1
"908","Eliot, George","Middlemarch","Cranch","person",0.125,8
"909","Eliot, George","Middlemarch","Daniel","person",-1,1
"910","Eliot, George","Middlemarch","Dante","person",3,2
"911","Eliot, George","Middlemarch","Der Neffe","person",0,1
"912","Eliot, George","Middlemarch","Devil","location",-1.61111111111111,18
"913","Eliot, George","Middlemarch","Devils","location",-2.66666666666667,3
"914","Eliot, George","Middlemarch","Diana","person",0,1
"915","Eliot, George","Middlemarch","Doctor Gambit","person",12,2
"916","Eliot, George","Middlemarch","Doctor Graveface","person",0,1
"917","Eliot, George","Middlemarch","Doctor Lydgate","person",8.66666666666667,3
"918","Eliot, George","Middlemarch","Don Quijote","person",1,1
"919","Eliot, George","Middlemarch","Don Quixote","person",9,1
"920","Eliot, George","Middlemarch","Dorothea Brooke","person",1.26388888888889,792
"921","Eliot, George","Middlemarch","Dr Minchin","person",-0.105263157894737,19
"922","Eliot, George","Middlemarch","Dr Spanning","person",7,2
"923","Eliot, George","Middlemarch","Dr Sprague","person",1.53846153846154,13
"924","Eliot, George","Middlemarch","Earl","person",3.15753424657534,146
"925","Eliot, George","Middlemarch","earth","location",2.6875,48
"926","Eliot, George","Middlemarch","Easter","person",-0.333333333333333,3
"927","Eliot, George","Middlemarch","Eden","person",1,15
"928","Eliot, George","Middlemarch","Edinburgh","location",11.3333333333333,3
"929","Eliot, George","Middlemarch","Edward Thesiger","person",12,1
"930","Eliot, George","Middlemarch","Egypt","location",1,2
"931","Eliot, George","Middlemarch","Elinor Cadwallader","person",0.166666666666667,6
"932","Eliot, George","Middlemarch","Elizabeth","person",0.5,2
"933","Eliot, George","Middlemarch","Elle","person",4.77142857142857,105
"934","Eliot, George","Middlemarch","Ellen","person",10.2727272727273,33
"935","Eliot, George","Middlemarch","England","location",4.6,5
"936","Eliot, George","Middlemarch","Europe","location",4,3
"937","Eliot, George","Middlemarch","Far West","location",3,1
"938","Eliot, George","Middlemarch","Fox","location",3.4,5
"939","Eliot, George","Middlemarch","Francis","person",7,2
"940","Eliot, George","Middlemarch","Frank Hawley","person",1.42857142857143,7
"941","Eliot, George","Middlemarch","Fred Vincy","person",1.22795698924731,465
"942","Eliot, George","Middlemarch","Frederic","person",6,1
"943","Eliot, George","Middlemarch","Freeman","person",1,2
"944","Eliot, George","Middlemarch","French","location",4.44444444444444,9
"945","Eliot, George","Middlemarch","Fresh","location",2.89024390243902,82
"946","Eliot, George","Middlemarch","Freshitt","location",6.1,30
"947","Eliot, George","Middlemarch","Freshitt Hall","location",5.14285714285714,7
"948","Eliot, George","Middlemarch","George","person",10,6
"949","Eliot, George","Middlemarch","Germany","location",-5,1
"950","Eliot, George","Middlemarch","Gil","person",-5.75,8
"951","Eliot, George","Middlemarch","Godwin","person",6.5,20
"952","Eliot, George","Middlemarch","Godwin Lydgate","person",11,4
"953","Eliot, George","Middlemarch","Grant","person",4.88235294117647,17
"954","Eliot, George","Middlemarch","Gray","person",0.875,32
"955","Eliot, George","Middlemarch","Greece","location",1,2
"956","Eliot, George","Middlemarch","Guinea","location",3.5,8
"957","Eliot, George","Middlemarch","Guy Faux","person",1,1
"958","Eliot, George","Middlemarch","Hades","location",3.33333333333333,3
"959","Eliot, George","Middlemarch","Hanover","location",2,1
"960","Eliot, George","Middlemarch","Harriet Bulstrode","person",1.04166666666667,24
"961","Eliot, George","Middlemarch","Harry","person",-2,2
"962","Eliot, George","Middlemarch","Harry Toller","person",-3,1
"963","Eliot, George","Middlemarch","Hawley","person",0.0338983050847458,59
"964","Eliot, George","Middlemarch","Henrietta Noble","person",5.4,5
"965","Eliot, George","Middlemarch","Henry","person",7,3
"966","Eliot, George","Middlemarch","Hicks","person",-0.5,4
"967","Eliot, George","Middlemarch","Hill","location",1.625,40
"968","Eliot, George","Middlemarch","Hiram","person",0.714285714285714,7
"969","Eliot, George","Middlemarch","Hiram Ford","person",6.33333333333333,3
"970","Eliot, George","Middlemarch","Hopkins","person",5,2
"971","Eliot, George","Middlemarch","Howe","person",2.22222222222222,144
"972","Eliot, George","Middlemarch","Humphry Davy","person",9.5,2
"973","Eliot, George","Middlemarch","India","location",-2,2
"974","Eliot, George","Middlemarch","Israel","location",4,1
"975","Eliot, George","Middlemarch","Italy","location",4.5,2
"976","Eliot, George","Middlemarch","Jack","person",0.8,5
"977","Eliot, George","Middlemarch","Jacob","person",-3,1
"978","Eliot, George","Middlemarch","Jane","person",4.35714285714286,14
"979","Eliot, George","Middlemarch","Jane Featherstone","person",15.5,2
"980","Eliot, George","Middlemarch","Jeremy Taylor","person",3,1
"981","Eliot, George","Middlemarch","Jerusalem","location",-2,2
"982","Eliot, George","Middlemarch","Jim","person",-0.8,5
"983","Eliot, George","Middlemarch","John Bull","person",-1,1
"984","Eliot, George","Middlemarch","John Long","person",-0.5,2
"985","Eliot, George","Middlemarch","John Milton","person",2.5,2
"986","Eliot, George","Middlemarch","John Raffles","person",0.333333333333333,3
"987","Eliot, George","Middlemarch","John Waule","person",-4,2
"988","Eliot, George","Middlemarch","Johnson","person",1.75,4
"989","Eliot, George","Middlemarch","Joseph","person",5.5,2
"990","Eliot, George","Middlemarch","Josephus","person",10,1
"991","Eliot, George","Middlemarch","Josh","person",1.44444444444444,18
"992","Eliot, George","Middlemarch","Joshua Rigg","person",2.8,10
"993","Eliot, George","Middlemarch","Jove","person",0.857142857142857,7
"994","Eliot, George","Middlemarch","Joy","person",4.12037037037037,108
"995","Eliot, George","Middlemarch","Julia","person",4.16666666666667,6
"996","Eliot, George","Middlemarch","Jupiter","location",1,1
"997","Eliot, George","Middlemarch","Kate","location",-2,2
"998","Eliot, George","Middlemarch","Kate","person",-2,2
"999","Eliot, George","Middlemarch","King James","person",-4,1
"1000","Eliot, George","Middlemarch","Kitty","person",0.222222222222222,9
"1001","Eliot, George","Middlemarch","Ladies","person",6.13636363636364,44
"1002","Eliot, George","Middlemarch","Lafitte","person",1,1
"1003","Eliot, George","Middlemarch","Lane","person",2.21052631578947,19
"1004","Eliot, George","Middlemarch","Latin","location",2.15,20
"1005","Eliot, George","Middlemarch","Latin","person",2.15,20
"1006","Eliot, George","Middlemarch","Laura","person",4,1
"1007","Eliot, George","Middlemarch","Lausanne","location",2.6,5
"1008","Eliot, George","Middlemarch","Leeds","location",6,1
"1009","Eliot, George","Middlemarch","Leo","person",5.57142857142857,7
"1010","Eliot, George","Middlemarch","Leonard Lamb","person",8,1
"1011","Eliot, George","Middlemarch","Letty","location",1.2,30
"1012","Eliot, George","Middlemarch","Lindley Murray","person",0,2
"1013","Eliot, George","Middlemarch","Lisa","person",2,1
"1014","Eliot, George","Middlemarch","Liverpool","location",5,1
"1015","Eliot, George","Middlemarch","Loamford","location",8,1
"1016","Eliot, George","Middlemarch","London","location",4,32
"1017","Eliot, George","Middlemarch","Lord","person",2.13725490196078,51
"1018","Eliot, George","Middlemarch","Lord Chancellors","person",4,1
"1019","Eliot, George","Middlemarch","Lord Grey","person",8,1
"1020","Eliot, George","Middlemarch","Lord Grinsell","person",1,2
"1021","Eliot, George","Middlemarch","Lord John Russell","person",0,1
"1022","Eliot, George","Middlemarch","Lord Medlicote","person",2.2,5
"1023","Eliot, George","Middlemarch","Lord Megatherium","person",0,1
"1024","Eliot, George","Middlemarch","Lord Plessy","person",-2,1
"1025","Eliot, George","Middlemarch","Lord Tapir","person",0,1
"1026","Eliot, George","Middlemarch","Lord Triton","person",2,3
"1027","Eliot, George","Middlemarch","Lords","location",5.14285714285714,14
"1028","Eliot, George","Middlemarch","Louisa","person",4.5,6
"1029","Eliot, George","Middlemarch","Lowick","location",2.7109375,128
"1030","Eliot, George","Middlemarch","Lowick Gate","location",1.54545454545455,11
"1031","Eliot, George","Middlemarch","Lucy","person",-0.4,5
"1032","Eliot, George","Middlemarch","Mab","person",5.5,6
"1033","Eliot, George","Middlemarch","Madonna","person",-0.333333333333333,3
"1034","Eliot, George","Middlemarch","Mammon","person",1,1
"1035","Eliot, George","Middlemarch","Manchester","location",6,1
"1036","Eliot, George","Middlemarch","Mangnall","location",0,1
"1037","Eliot, George","Middlemarch","Maria","person",0,1
"1038","Eliot, George","Middlemarch","Mark","person",2.90123456790123,162
"1039","Eliot, George","Middlemarch","Marlowe","person",1,1
"1040","Eliot, George","Middlemarch","Martha","person",1.35294117647059,17
"1041","Eliot, George","Middlemarch","Martin","person",-0.857142857142857,7
"1042","Eliot, George","Middlemarch","Marty","person",-1.83333333333333,6
"1043","Eliot, George","Middlemarch","Mary Garth","person",1.54938271604938,324
"1044","Eliot, George","Middlemarch","Merry","person",4.23076923076923,13
"1045","Eliot, George","Middlemarch","Michaelmas","location",14,2
"1046","Eliot, George","Middlemarch","Middlemarch","location",3.39662447257384,237
"1047","Eliot, George","Middlemarch","Mill","location",2.125,8
"1048","Eliot, George","Middlemarch","Mill A","person",0,1
"1049","Eliot, George","Middlemarch","Milton","person",4.6,5
"1050","Eliot, George","Middlemarch","Miss Brooke","person",3.47058823529412,51
"1051","Eliot, George","Middlemarch","Miss Garth","person",4.38888888888889,18
"1052","Eliot, George","Middlemarch","Monsieur","person",-3.66666666666667,3
"1053","Eliot, George","Middlemarch","Monsieur Liret","person",-3.66666666666667,3
"1054","Eliot, George","Middlemarch","Morgan","person",0.2,5
"1055","Eliot, George","Middlemarch","Moses","person",4,1
"1056","Eliot, George","Middlemarch","Mr Baldwin","person",0,2
"1057","Eliot, George","Middlemarch","Mr Bambridge","person",1.54545454545455,22
"1058","Eliot, George","Middlemarch","Mr Blindman","person",-42,2
"1059","Eliot, George","Middlemarch","Mr Bulstrode","person",2.11333333333333,150
"1060","Eliot, George","Middlemarch","Mr Cadwallader","person",3.75,16
"1061","Eliot, George","Middlemarch","Mr Casaubon","person",1.89847715736041,394
"1062","Eliot, George","Middlemarch","Mr Chichely","person",3.46153846153846,13
"1063","Eliot, George","Middlemarch","Mr Clintup","person",1,2
"1064","Eliot, George","Middlemarch","Mr Crabbe","person",-2,2
"1065","Eliot, George","Middlemarch","Mr Cruelty","person",-43,2
"1066","Eliot, George","Middlemarch","Mr Dill","person",1.66666666666667,3
"1067","Eliot, George","Middlemarch","Mr Enmity","person",-42.5,2
"1068","Eliot, George","Middlemarch","Mr Featherstone","person",1.83333333333333,48
"1069","Eliot, George","Middlemarch","Mr Fred","person",4,1
"1070","Eliot, George","Middlemarch","Mr Garth","person",1.41071428571429,56
"1071","Eliot, George","Middlemarch","Mr Hackbutt","person",3.33333333333333,9
"1072","Eliot, George","Middlemarch","Mr Hatelight","person",-84,1
"1073","Eliot, George","Middlemarch","Mr Hawley","person",-0.105263157894737,38
"1074","Eliot, George","Middlemarch","Mr Heady","person",-42.5,2
"1075","Eliot, George","Middlemarch","Mr Highmind","person",-42.5,2
"1076","Eliot, George","Middlemarch","Mr Horrock","person",1,7
"1077","Eliot, George","Middlemarch","Mr Implacable","person",-43.5,2
"1078","Eliot, George","Middlemarch","Mr Jonah","person",5.5,4
"1079","Eliot, George","Middlemarch","Mr Larcher","person",3,4
"1080","Eliot, George","Middlemarch","Mr Liar","person",-43,2
"1081","Eliot, George","Middlemarch","Mr Limp","person",1.33333333333333,3
"1082","Eliot, George","Middlemarch","Mr Liveloose","person",-84,1
"1083","Eliot, George","Middlemarch","Mr Lovelust","person",-41.5,2
"1084","Eliot, George","Middlemarch","Mr Malice","person",-42.5,2
"1085","Eliot, George","Middlemarch","Mr Mawmsey","person",2.61538461538462,13
"1086","Eliot, George","Middlemarch","Mr Ned Plymdale","person",4.35714285714286,14
"1087","Eliot, George","Middlemarch","Mr Nogood","person",-41,2
"1088","Eliot, George","Middlemarch","Mr Powderell","person",5.57142857142857,7
"1089","Eliot, George","Middlemarch","Mr Rigg","person",-0.111111111111111,9
"1090","Eliot, George","Middlemarch","Mr Solomon","person",3.88888888888889,9
"1091","Eliot, George","Middlemarch","Mr Standish","person",5.41176470588235,17
"1092","Eliot, George","Middlemarch","Mr Thesiger","person",1.75,8
"1093","Eliot, George","Middlemarch","Mr Toller","person",0.263157894736842,19
"1094","Eliot, George","Middlemarch","Mr Trumbull","person",1.59090909090909,22
"1095","Eliot, George","Middlemarch","Mr Tyke","person",0.705882352941177,17
"1096","Eliot, George","Middlemarch","Mr Vincy","person",2.63636363636364,77
"1097","Eliot, George","Middlemarch","Mr Wrench","person",-2.30434782608696,23
"1098","Eliot, George","Middlemarch","Mr. Camden Farebrother","person",1.32679738562091,153
"1099","Eliot, George","Middlemarch","Mr. Dagley","person",0.714285714285714,21
"1100","Eliot, George","Middlemarch","Mrs Abel","person",-0.785714285714286,14
"1101","Eliot, George","Middlemarch","Mrs Bulstrode","person",1.28571428571429,56
"1102","Eliot, George","Middlemarch","Mrs Cadwallader","person",2.04705882352941,85
"1103","Eliot, George","Middlemarch","Mrs Carter","person",2.33333333333333,3
"1104","Eliot, George","Middlemarch","Mrs Casaubon","person",2.44285714285714,70
"1105","Eliot, George","Middlemarch","Mrs Dollop","person",-0.444444444444444,9
"1106","Eliot, George","Middlemarch","Mrs Farebrother","person",3.68421052631579,19
"1107","Eliot, George","Middlemarch","Mrs Garth","person",1.16091954022989,87
"1108","Eliot, George","Middlemarch","Mrs Hackbutt","person",0.727272727272727,11
"1109","Eliot, George","Middlemarch","Mrs Kell","person",-0.333333333333333,3
"1110","Eliot, George","Middlemarch","Mrs Lemon","person",7.22222222222222,9
"1111","Eliot, George","Middlemarch","Mrs Lydgate","person",3.3,20
"1112","Eliot, George","Middlemarch","Mrs Mawmsey","person",0.875,8
"1113","Eliot, George","Middlemarch","Mrs Mengan","person",3,1
"1114","Eliot, George","Middlemarch","Mrs Plymdale","person",1.22727272727273,22
"1115","Eliot, George","Middlemarch","Mrs Sprague","person",1.5,4
"1116","Eliot, George","Middlemarch","Mrs Taft","person",1.25,4
"1117","Eliot, George","Middlemarch","Mrs Vincy","person",1.55555555555556,54
"1118","Eliot, George","Middlemarch","Mrs Waule","person",3.6,30
"1119","Eliot, George","Middlemarch","Nancy Nash","person",-8.8,5
"1120","Eliot, George","Middlemarch","Napoleon","person",-3,1
"1121","Eliot, George","Middlemarch","Nash","person",-11,3
"1122","Eliot, George","Middlemarch","New Jerusalem","location",-4,1
"1123","Eliot, George","Middlemarch","New Light","location",-1,2
"1124","Eliot, George","Middlemarch","New York","location",9,2
"1125","Eliot, George","Middlemarch","Nice","location",2.34615384615385,26
"1126","Eliot, George","Middlemarch","Nicholas Bulstrode","person",2.5,8
"1127","Eliot, George","Middlemarch","Nick","person",1,9
"1128","Eliot, George","Middlemarch","Objection","person",-0.975,40
"1129","Eliot, George","Middlemarch","Opera","person",3.33333333333333,9
"1130","Eliot, George","Middlemarch","Padua","location",0,1
"1131","Eliot, George","Middlemarch","Paradise","person",-2.4,5
"1132","Eliot, George","Middlemarch","Paris","location",2.68115942028985,69
"1133","Eliot, George","Middlemarch","Park","location",1.90909090909091,11
"1134","Eliot, George","Middlemarch","Parliament","location",2.61904761904762,21
"1135","Eliot, George","Middlemarch","Paul","person",2.5,2
"1136","Eliot, George","Middlemarch","Pepper","person",10,1
"1137","Eliot, George","Middlemarch","Peru","location",-0.75,4
"1138","Eliot, George","Middlemarch","Peter Featherstone","person",1.76086956521739,46
"1139","Eliot, George","Middlemarch","Phoenix","location",6.5,2
"1140","Eliot, George","Middlemarch","Pilgrim","person",2,3
"1141","Eliot, George","Middlemarch","Pills","person",-8.5,2
"1142","Eliot, George","Middlemarch","Pink","person",5.6875,16
"1143","Eliot, George","Middlemarch","Pippin","person",-1,1
"1144","Eliot, George","Middlemarch","Plutarch","person",12,1
"1145","Eliot, George","Middlemarch","Pluto","person",30,1
"1146","Eliot, George","Middlemarch","Prague","location",1.55555555555556,18
"1147","Eliot, George","Middlemarch","Pratt","person",3.25,8
"1148","Eliot, George","Middlemarch","Prince","location",3.83333333333333,6
"1149","Eliot, George","Middlemarch","Prior","person",4,2
"1150","Eliot, George","Middlemarch","Providence","location",3.25,20
"1151","Eliot, George","Middlemarch","Pug","person",1,7
"1152","Eliot, George","Middlemarch","Queens","location",2,1
"1153","Eliot, George","Middlemarch","Raffles","person",-0.543478260869565,138
"1154","Eliot, George","Middlemarch","Rector","location",3.01818181818182,55
"1155","Eliot, George","Middlemarch","Robert","person",1.5,2
"1156","Eliot, George","Middlemarch","Robert Brown","person",0,1
"1157","Eliot, George","Middlemarch","Rome","location",3.26829268292683,41
"1158","Eliot, George","Middlemarch","Rosamond Vincy","person",1.66961651917404,678
"1159","Eliot, George","Middlemarch","Rose","person",1.42105263157895,57
"1160","Eliot, George","Middlemarch","Rosy","person",2.57894736842105,38
"1161","Eliot, George","Middlemarch","Saint Bonaventure","person",1,1
"1162","Eliot, George","Middlemarch","Saint Catherine","person",15,1
"1163","Eliot, George","Middlemarch","Saint Martin","person",1,2
"1164","Eliot, George","Middlemarch","Saint Theresa","person",3,3
"1165","Eliot, George","Middlemarch","Saint Thomas Aquinas","person",22,2
"1166","Eliot, George","Middlemarch","Sally","person",6,1
"1167","Eliot, George","Middlemarch","Salt","location",-1,1
"1168","Eliot, George","Middlemarch","Samuel","person",-6,1
"1169","Eliot, George","Middlemarch","San","location",2.33014354066986,209
"1170","Eliot, George","Middlemarch","Santa Barbara","location",12,1
"1171","Eliot, George","Middlemarch","Santa Clara","location",-3.66666666666667,3
"1172","Eliot, George","Middlemarch","Santa Lucia","location",-8,1
"1173","Eliot, George","Middlemarch","Sara","person",1.66666666666667,6
"1174","Eliot, George","Middlemarch","Sarah","person",6,2
"1175","Eliot, George","Middlemarch","Sarah Dunkirk","person",-3,2
"1176","Eliot, George","Middlemarch","Saul","person",-2,1
"1177","Eliot, George","Middlemarch","Scales","person",4.5,4
"1178","Eliot, George","Middlemarch","Scorn","person",-1.18181818181818,22
"1179","Eliot, George","Middlemarch","Scotland","location",-6,1
"1180","Eliot, George","Middlemarch","Scott","person",11,4
"1181","Eliot, George","Middlemarch","Selina","person",0.5,4
"1182","Eliot, George","Middlemarch","Shakespeare","person",-1,1
"1183","Eliot, George","Middlemarch","Shelley","person",4.5,2
"1184","Eliot, George","Middlemarch","Sir James","person",3.08016877637131,237
"1185","Eliot, George","Middlemarch","Sister Martha","person",4,7
"1186","Eliot, George","Middlemarch","Solomon","location",2.76,50
"1187","Eliot, George","Middlemarch","Solomon","person",2.76,50
"1188","Eliot, George","Middlemarch","Solomon Featherstone","person",-1,3
"1189","Eliot, George","Middlemarch","South","location",0.444444444444444,9
"1190","Eliot, George","Middlemarch","Stanley","person",-2,1
"1191","Eliot, George","Middlemarch","Stone Court","location",-0.153846153846154,65
"1192","Eliot, George","Middlemarch","Susan Garth","person",2.42105263157895,19
"1193","Eliot, George","Middlemarch","Taft","person",2.8,5
"1194","Eliot, George","Middlemarch","Taylor","person",3,1
"1195","Eliot, George","Middlemarch","Tertius Lydgate","person",1.45803357314149,834
"1196","Eliot, George","Middlemarch","Thomas","person",14.4,5
"1197","Eliot, George","Middlemarch","Thomas Aquainas","person",2,1
"1198","Eliot, George","Middlemarch","Thomas Aquinas","person",21.3333333333333,3
"1199","Eliot, George","Middlemarch","Thomas Browne","person",6,1
"1200","Eliot, George","Middlemarch","Timothy","person",2,3
"1201","Eliot, George","Middlemarch","Timothy Cooper","person",3,1
"1202","Eliot, George","Middlemarch","Todd","person",1.66666666666667,3
"1203","Eliot, George","Middlemarch","Truberry","person",6,2
"1204","Eliot, George","Middlemarch","Tucker","person",3.22222222222222,9
"1205","Eliot, George","Middlemarch","Turkey","location",2,1
"1206","Eliot, George","Middlemarch","Venetian","person",15,1
"1207","Eliot, George","Middlemarch","Vienna","location",2,1
"1208","Eliot, George","Middlemarch","Wakefield","location",2,1
"1209","Eliot, George","Middlemarch","Walter","person",6.85714285714286,7
"1210","Eliot, George","Middlemarch","Walter Scott","person",14.6666666666667,3
"1211","Eliot, George","Middlemarch","Walter Tyke","person",0,1
"1212","Eliot, George","Middlemarch","Warren Hastings","person",4,1
"1213","Eliot, George","Middlemarch","Waterloo","location",8,1
"1214","Eliot, George","Middlemarch","Wellington","location",12,4
"1215","Eliot, George","Middlemarch","Whig","person",4.11111111111111,9
"1216","Eliot, George","Middlemarch","Whiggish","person",7,2
"1217","Eliot, George","Middlemarch","White Hart","location",24,1
"1218","Eliot, George","Middlemarch","Will Ladislaw","person",1.2198275862069,232
"1219","Eliot, George","Middlemarch","Will LadislawI","person",-3,1
"1220","Eliot, George","Middlemarch","William","person",1,1
"1221","Eliot, George","Middlemarch","Willoughby","person",1,1
"1222","Eliot, George","Middlemarch","Windsor","location",45,1
"1223","Eliot, George","Middlemarch","Winifred","person",7.71428571428571,7
"1224","Eliot, George","Middlemarch","Winifred Farebrother","person",36,1
"1225","Eliot, George","Middlemarch","Wordsworth","person",3,1
"1226","Eliot, George","Middlemarch","Wright","person",3,1
"1227","Eliot, George","Middlemarch","Yap","person",12,2
"1228","Eliot, George","Middlemarch","York","location",5.2,5
"1229","Eliot, George","Middlemarch","Yorkshire","location",6,1
"1230","Eliot, George","Middlemarch",NA,NA,0.374224343675418,4190
"1231","Eliot, George","Romola","Acciajoli","person",7,3
"1232","Eliot, George","Romola","Adam","person",-7,2
"1233","Eliot, George","Romola","Africa","location",16,2
"1234","Eliot, George","Romola","Alessandra","person",7,4
"1235","Eliot, George","Romola","Alexander","person",7.77777777777778,9
"1236","Eliot, George","Romola","Alexander Borgia","person",36,1
"1237","Eliot, George","Romola","Alfonso","person",36,1
"1238","Eliot, George","Romola","Alps","location",-1.33333333333333,3
"1239","Eliot, George","Romola","Amy","person",0.583333333333333,12
"1240","Eliot, George","Romola","Andrea","person",5,1
"1241","Eliot, George","Romola","Andrea Cambini","person",5,1
"1242","Eliot, George","Romola","Anne","person",5.58333333333333,72
"1243","Eliot, George","Romola","Antonio","person",5.38461538461539,13
"1244","Eliot, George","Romola","Antonio Benevieni","person",12,1
"1245","Eliot, George","Romola","Antonio Pollajuolo","person",25,1
"1246","Eliot, George","Romola","Antonio Pucci","person",15,1
"1247","Eliot, George","Romola","Aristotle","person",8,2
"1248","Eliot, George","Romola","Asia","location",0,1
"1249","Eliot, George","Romola","Athens","location",-0.545454545454545,11
"1250","Eliot, George","Romola","Babbo","person",2.33333333333333,6
"1251","Eliot, George","Romola","Baker","person",6,1
